,ID,Count
0,18288,411.71634589520323
1,18289,328.57118391849934
2,18290,278.0724239780548
3,18291,229.7613095348855
4,18292,193.39078857517097
5,18293,173.11665588972141
6,18294,186.14741385175174
7,18295,215.8818329183941
8,18296,248.6014003559004
9,18297,321.24732725370893
10,18298,455.97409710930776
11,18299,505.5070737532965
12,18300,510.86278112455216
13,18301,451.8183023184977
14,18302,483.1038278915696
15,18303,477.0018334275981
16,18304,464.82711066015395
17,18305,475.6555900446594
18,18306,487.36205424412486
19,18307,517.1403725515155
20,18308,496.95403834756144
21,18309,463.85401082357276
22,18310,465.53681505224597
23,18311,454.5327387047488
24,18312,392.34674248299893
25,18313,313.1132270298998
26,18314,264.99023128392207
27,18315,218.95196108532883
28,18316,184.292527319282
29,18317,164.97221129318734
30,18318,177.38992433630352
31,18319,205.72545819774263
32,18320,236.90570116731857
33,18321,306.1339284582217
34,18322,434.5223439416225
35,18323,481.7249926232032
36,18324,486.8287354348602
37,18325,430.5620626342167
38,18326,460.375729659688
39,18327,454.56080957099687
40,18328,442.9588586985966
41,18329,453.27790154183714
42,18330,464.4336235345296
43,18331,492.81099135344164
44,18332,473.57434324229166
45,18333,442.0315393079535
46,18334,443.635174344403
47,18335,433.1487956712725
48,18336,377.91986873030936
49,18337,301.599826999942
50,18338,255.2463486452258
51,18339,210.9009389703212
52,18340,177.51595767485685
53,18341,158.90606365559867
54,18342,170.8671684005641
55,18343,198.16078416897415
56,18344,228.1945070322445
57,18345,294.87716228926837
58,18346,418.5446427911148
59,18347,464.01161590925886
60,18348,468.92769040297856
61,18349,414.72998389434895
62,18350,443.4473808002847
63,18351,437.8462795328501
64,18352,426.67094079302865
65,18353,436.6105449606582
66,18354,447.3560629797172
67,18355,474.6899744406989
68,18356,456.1606718065833
69,18357,425.77771960769377
70,18358,427.3223878229336
71,18359,417.22160088501846
72,18360,262.62687639808837
73,18361,209.58998729892943
74,18362,177.37768453912693
75,18363,146.56084375051842
76,18364,123.3607050923066
77,18365,110.42817960007052
78,18366,118.7402791676175
79,18367,137.70736094331102
80,18368,158.5786182516039
81,18369,204.91822330841052
82,18370,290.8581455076285
83,18371,322.4543914774725
84,18372,325.8707064036064
85,18373,288.2072344720493
86,18374,308.16374078919165
87,18375,304.271381979908
88,18376,296.5053327489154
89,18377,303.4126361514809
90,18378,310.8799911812814
91,18379,329.8750755383369
92,18380,316.99855520882403
93,18381,295.88460886206286
94,18382,296.9580411475967
95,18383,289.93872741958444
96,18384,261.6741992750213
97,18385,208.82970111321197
98,18386,176.73424825217631
99,18387,146.02919533397605
100,18388,122.91321501345908
101,18389,110.0276021653092
102,18390,118.3095496508939
103,18391,137.20782847257576
104,18392,158.0033754436786
105,18393,204.174883913285
106,18394,289.8030596569983
107,18395,321.284690469692
108,18396,324.6886127377706
109,18397,287.16176478231444
110,18398,307.0458790149702
111,18399,303.1676397095364
112,18400,295.4297617668005
113,18401,302.31200897548376
114,18402,309.7522762281144
115,18403,328.67845605199375
116,18404,315.84864520823834
117,18405,294.81128955142515
118,18406,295.88082796899084
119,18407,288.8869767515183
120,18408,410.14230105094475
121,18409,327.31501378297963
122,18410,277.00931713360484
123,18411,228.88290232980566
124,18412,192.65143057610499
125,18413,172.45480852229176
126,18414,185.4357482111556
127,18415,215.0564887476752
128,18416,247.65096504671973
129,18417,320.01915716953096
130,18418,454.23084915759046
131,18419,503.5744548249721
132,18420,508.9096866342077
133,18421,450.09094250780134
134,18422,481.2568594699469
135,18423,475.17819372008034
136,18424,463.05001649252904
137,18425,473.83709719972603
138,18426,485.4988060723715
139,18427,515.1632780171637
140,18428,495.0541187798949
141,18429,462.0806369424897
142,18430,463.7570075929326
143,18431,452.7950012526462
144,18432,400.49504568840206
145,18433,319.6159992851643
146,18434,270.493579514384
147,18435,223.49918111588175
148,18436,188.11993616071675
149,18437,168.39837354338357
150,18438,181.0739791086924
151,18439,209.99798866366928
152,18440,241.82578657948073
153,18441,312.49175382145097
154,18442,443.54655498910495
155,18443,491.7295138196155
156,18444,496.9392517611125
157,18445,439.50402609461014
158,18446,469.93686685668763
159,18447,464.0011818249822
160,18448,452.15828027491295
161,18449,462.69163021127247
162,18450,474.0790355478774
163,18451,503.04574787286685
164,18452,483.40959079555785
165,18453,451.211702206307
166,18454,452.84864172344396
167,18455,442.14448070703565
168,18456,415.43029275054613
169,18457,331.53510781279374
170,18458,280.58081650336334
171,18459,231.83390466387203
172,18460,195.1352981586303
173,18461,174.67827972651887
174,18462,187.82658352572162
175,18463,217.82922622081352
176,18464,250.84394524946808
177,18465,324.14518523951955
178,18466,460.0872774116219
179,18467,510.0670734366646
180,18468,515.4710927409973
181,18469,455.893994672741
182,18470,487.46173585488043
183,18471,481.3046974671573
184,18472,469.02015085184405
185,18473,479.9463101010408
186,18474,491.75837415422654
187,18475,521.8053120895181
188,18476,501.43688413780524
189,18477,468.03827302742235
190,18478,469.7362572350679
191,18479,458.63291702507365
192,18480,396.0606893383417
193,18481,316.0771509241942
194,18482,267.4986238092306
195,18483,221.02455621431534
196,18484,186.03703690274128
197,18485,166.53383512998477
198,18486,179.06909401027337
199,18487,207.67285150016198
200,18488,239.1482460608862
201,18489,309.0317864440323
202,18490,438.63552424393663
203,18491,486.2849923065713
204,18492,491.43704705130534
205,18493,434.6377549884601
206,18494,464.7336376229989
207,18495,458.86367361055613
208,18496,447.1518988902867
209,18497,457.56862159821844
210,18498,468.8299434446313
211,18499,497.4759308914442
212,18500,478.05718903253535
213,18501,446.2158015118031
214,18502,447.83461652722497
215,18503,437.24897399159727
216,18504,381.63381558565214
217,18505,304.5637508942364
218,18506,257.7547411705342
219,18507,212.97353409930767
220,18508,179.2604672583161
221,18509,160.46768749239612
222,18510,172.54633807453394
223,18511,200.10817747139356
224,18512,230.43705192581217
225,18513,297.775020275079
226,18514,422.65782309342893
227,18515,468.57161559262704
228,18516,473.5360020194237
229,18517,418.80567624859236
230,18518,447.8052887635956
231,18519,442.1491435724093
232,18520,430.86398098471875
233,18521,440.9012650170395
234,18522,451.7523828898188
235,18523,479.3549139787016
236,18524,460.64351759682694
237,18525,429.96198181154335
238,18526,431.5218300057554
239,18527,421.3217792053432
240,18528,266.34082325343115
241,18529,212.55391119322383
242,18530,179.88607706443543
243,18531,148.63343887950498
244,18532,125.1052146757659
245,18533,111.98980343686797
246,18534,120.41944884158738
247,18535,139.65475424573043
248,18536,160.82116314517154
249,18537,207.8160812942212
250,18538,294.9713258099426
251,18539,327.01439116084066
252,18540,330.4790180200515
253,18541,292.2829268262927
254,18542,312.5216487525026
255,18543,308.57424601946724
256,18544,300.6983729406055
257,18545,307.70335620786227
258,18546,315.27631109138315
259,18547,334.5400150763396
260,18548,321.4814009990678
261,18549,300.06887106591245
262,18550,301.1574833304186
263,18551,294.0389057399092
264,18552,265.38814613036413
265,18553,211.7936250075063
266,18554,179.24264077748475
267,18555,148.10179046296255
268,18556,124.65772459691834
269,18557,111.58922600210664
270,18558,119.98871932486372
271,18559,139.15522177499514
272,18560,160.24592033724625
273,18561,207.07274189909563
274,18562,293.9162399593124
275,18563,325.84469015306007
276,18564,329.2969243542157
277,18565,291.23745713655785
278,18566,311.403786978281
279,18567,307.4705037490955
280,18568,299.6228019584905
281,18569,306.6027290318651
282,18570,314.14859613821596
283,18571,333.34339558999636
284,18572,320.33149099848197
285,18573,298.99555175527473
286,18574,300.08027015181267
287,18575,292.98715507184306
288,18576,413.8562479062874
289,18577,330.27893767727403
290,18578,279.5177096589133
291,18579,230.9554974587922
292,18580,194.39594015956425
293,18581,174.01643235908918
294,18582,187.11491788512544
295,18583,217.0038820500946
296,18584,249.89350994028734
297,18585,322.9170151553416
298,18586,458.34402945990456
299,18587,508.13445450834024
300,18588,513.5179982506528
301,18589,454.1666348620447
302,18590,485.6147674332578
303,18591,479.4810577596395
304,18592,467.243056684219
305,18593,478.12781725610733
306,18594,489.895125982473
307,18595,519.8282175551664
308,18596,499.5369645701386
309,18597,466.2648991463393
310,18598,467.9564497757544
311,18599,456.89517957297096
312,18600,404.20899254374496
313,18601,322.5799231794588
314,18602,273.00197203969253
315,18603,225.57177624486832
316,18604,189.86444574417604
317,18605,169.95999738018105
318,18606,182.75314878266227
319,18607,211.9453819660887
320,18608,244.06833147304837
321,18609,315.38961180726164
322,18610,447.65973529141905
323,18611,496.28951350298365
324,18612,501.5475633775576
325,18613,443.5797184488536
326,18614,474.2947748199986
327,18615,468.3040458645414
328,18616,456.35132046660306
329,18617,466.9823502676538
330,18618,478.47535545797916
331,18619,507.7106874108696
332,18620,487.8924365858016
333,18621,455.39596441015664
334,18622,457.0480839062659
335,18623,446.2446590273605
336,18624,419.14423960588886
337,18625,334.49903170708814
338,18626,283.0892090286718
339,18627,233.90649979285857
340,18628,196.87980774208955
341,18629,176.23990356331632
342,18630,189.50575319969144
343,18631,219.7766195232329
344,18632,253.0864901430357
345,18633,327.04304322533017
346,18634,464.200457713936
347,18635,514.6270731200327
348,18636,520.0794043574424
349,18637,459.9696870269844
350,18638,491.81964381819137
351,18639,485.6075615067165
352,18640,473.21319104353415
353,18641,484.23703015742205
354,18642,496.15469406432817
355,18643,526.4702516275207
356,18644,505.9197299280489
357,18645,472.22253523127193
358,18646,473.9356994178897
359,18647,462.7330953453984
360,18648,399.7746361936845
361,18649,319.0410748184886
362,18650,270.007016334539
363,18651,223.09715134330185
364,18652,187.78154648620054
365,18653,168.09545896678222
366,18654,180.7482636842432
367,18655,209.62024480258137
368,18656,241.39079095445382
369,18657,311.92964442984294
370,18658,442.7487045462507
371,18659,490.84499198993933
372,18660,496.04535866775046
373,18661,438.71344734270343
374,18662,469.0915455863097
375,18663,463.16653765011523
376,18664,451.34493908197675
377,18665,461.85934165459975
378,18666,473.22626335473285
379,18667,502.14087042944675
380,18668,482.540034822779
381,18669,450.40006371565255
382,18670,452.03405871004674
383,18671,441.349152311922
384,18672,385.347762440995
385,18673,307.5276747885308
386,18674,260.2631336958427
387,18675,215.0461292282942
388,18676,181.00497684177543
389,18677,162.02931132919358
390,18678,174.22550774850382
391,18679,202.05557077381297
392,18680,232.6795968193798
393,18681,300.67287826088966
394,18682,426.7710033957431
395,18683,473.13161527599505
396,18684,478.1443136358689
397,18685,422.8813686028358
398,18686,452.16319672690645
399,18687,446.4520076119685
400,18688,435.05702117640885
401,18689,445.19198507342094
402,18690,456.1487027999205
403,18691,484.01985351670425
404,18692,465.1263633870707
405,18693,434.14624401539294
406,18694,435.72127218857725
407,18695,425.42195752566795
408,18696,270.054770108774
409,18697,215.51783508751822
410,18698,182.3944695897439
411,18699,150.70603400849149
412,18700,126.84972425922518
413,18701,113.55142727366541
414,18702,122.09861851555722
415,18703,141.60214754814984
416,18704,163.06370803873915
417,18705,210.7139392800318
418,18706,299.08450611225663
419,18707,331.57439084420866
420,18708,335.08732963649663
421,18709,296.35861918053604
422,18710,316.8795567158134
423,18711,312.87711005902645
424,18712,304.8914131322956
425,18713,311.9940762642436
426,18714,319.6726310014848
427,18715,339.20495461434217
428,18716,325.96424678931146
429,18717,304.253133269762
430,18718,305.3569255132404
431,18719,298.139084060234
432,18720,269.1020929857069
433,18721,214.7575489018007
434,18722,181.75103330279322
435,18723,150.17438559194906
436,18724,126.40223418037762
437,18725,113.15084983890407
438,18726,121.66788899883358
439,18727,141.10261507741453
440,18728,162.48846523081386
441,18729,209.97059988490622
442,18730,298.02942026162646
443,18731,330.40468983642813
444,18732,333.9052359706608
445,18733,295.3131494908012
446,18734,315.7616949415919
447,18735,311.7733677886547
448,18736,303.8158421501806
449,18737,310.89344908824637
450,18738,318.5449160483176
451,18739,338.008335127999
452,18740,324.81433678872565
453,18741,303.17981395912426
454,18742,304.2797123346345
455,18743,297.0873333921678
456,18744,417.57019476163026
457,18745,333.2428615715685
458,18746,282.0261021842218
459,18747,233.02809258777873
460,18748,196.1404497430235
461,18749,175.57805619588666
462,18750,188.79408755909532
463,18751,218.95127535251402
464,18752,252.13605483385498
465,18753,325.81487314115225
466,18754,462.45720976221867
467,18755,512.6944541917084
468,18756,518.1263098670979
469,18757,458.2423272162881
470,18758,489.9726753965688
471,18759,483.7839217991987
472,18760,471.43609687590924
473,18761,482.41853731248875
474,18762,494.29144589257476
475,18763,524.493157093169
476,18764,504.0198103603823
477,18765,470.4491613501889
478,18766,472.1558919585764
479,18767,460.9953578932958
480,18768,407.9229393990877
481,18769,325.54384707375317
482,18770,275.51036456500094
483,18771,227.64437137385482
484,18772,191.60895532763533
485,18773,171.52162121697847
486,18774,184.43231845663212
487,18775,213.8927752685081
488,18776,246.310876366616
489,18777,318.28746979307226
490,18778,451.77291559373316
491,18779,500.8495131863517
492,18780,506.1558749940027
493,18781,447.65541080309697
