,ID,Count
0,18288,481.33069925546977
1,18289,384.1270799361075
2,18290,325.089823640592
3,18291,268.6101071353342
4,18292,226.08993891670082
5,18293,202.38778922170295
6,18294,217.62183058106476
7,18295,252.38384298109
8,18296,290.6357424527717
9,18297,375.5648815078535
10,18298,533.0716965506849
11,18299,590.9798717347825
12,18300,597.2411397162832
13,18301,528.2132263136735
14,18302,564.7886114077951
15,18303,557.6548716583803
16,18304,543.421606738685
17,18305,556.0810010182215
18,18306,569.7668326717748
19,18307,604.580166940501
20,18308,580.9806609829044
21,18309,542.2839719824826
22,18310,544.251310282681
23,18311,531.3866285283414
24,18312,365.908619916426
25,18313,292.0142220501647
26,18314,247.13397441967038
27,18315,204.19797396992345
28,18316,171.87405177763327
29,18317,153.8556272363263
30,18318,165.4365778346908
31,18319,191.86273349541636
32,18320,220.94190872050638
33,18321,285.50522061896737
34,18322,405.2422359576982
35,18323,449.26415372913345
36,18324,454.02398294755176
37,18325,401.5488165641716
38,18326,429.35350199853775
39,18327,423.9304178890285
40,18328,413.11025966573936
41,18329,422.7339580854916
42,18330,433.13795637711587
43,18331,459.6031270314352
44,18332,441.66273247731505
45,18333,412.2454273077475
46,18334,413.7410020621685
47,18335,403.96124366804213
48,18336,360.3634710604639
49,18337,287.5889031558025
50,18338,243.3887916037105
51,18339,201.10346320926493
52,18340,169.26939271876225
53,18341,151.52402773602563
54,18342,162.9294752402675
55,18343,188.955156687341
56,18344,217.59365261040043
57,18345,281.17854214976904
58,18346,399.1010072497721
59,18347,442.45579647139823
60,18348,447.14349303125516
61,18349,395.46355964594886
62,18350,422.8468799874074
63,18351,417.50597980855423
64,18352,406.8497952790438
65,18353,416.32765171154097
66,18354,426.5739829899163
67,18355,452.63808817928384
68,18356,434.96957068113466
69,18357,405.9980689915284
70,18358,407.4709791127948
71,18359,397.8394277111223
72,18360,509.6510755262306
73,18361,406.72822184624636
74,18362,344.21735101737863
75,18363,284.41449965791566
76,18364,239.39254386389928
77,18365,214.29581493506794
78,18366,230.42619177456598
79,18367,267.23351994734446
80,18368,307.7360720114849
81,18369,397.6622436225873
82,18370,564.436392484188
83,18371,625.7517497011447
